"GRPSORT","SNAME","COMMON_NAME","AUTHOR","SYNONYMY","ALTSYN","GRANK","SRANK","FEDSTAT","SPROT","TRK"
"VAS","Symphoricarpos albus var. albus","Common snowberry","<i>Symphoricarpos albus</i> (L.) Blake var. <i>albus</i>","","All native Virginia <i>S. albus</i> is var. <i>albus</i>, non-native material is <i>S. albus</i> var. l<i>aevigatus</i> (Fern.) Blake","G5T5","S1","","","Rare List"
"VAS","Symphyotrichum dumosum var. strictior","Tradescant aster","<i>Symphyotrichum dumosum</i> (L.) Nesom var. <i>strictior</i> (Torr. & Gray) Nesom","","","G5T4","S1","","","Rare List"
"VAS","Symphyotrichum elliottii","Elliott's Aster","<i>Symphyotrichum elliottii</i> (Torr. & Gray) Nesom","","","G4","S1","","","Rare List"
"VAS","Symphyotrichum praealtum var. angustior","Willow-leaf aster","<i>Symphyotrichum praealtum</i> (Poir.) Nesom var. <i>angustior</i> (Wieg.) Nesom","","","G5T4","S1","","","Rare List"
"VAS","Symphyotrichum pratense","Western silvery aster","<i>Symphyotrichum pratense</i> (Raf.) Nesom","","","G4?","S1","","","Rare List"
"VAS","Symphyotrichum schistosum","Millboro Aster","<i>Symphyotrichum schistosum</i> (E.S. Steele) G.L. Nesom","<i>Symphyotrichum</i> x <i>schistosum</i>","","GNA","S1","","","Rare List"
"VAS","Symphyotrichum shortii","Short's Aster","<i>Symphyotrichum shortii</i> (Lindl.) Nesom","<i>Aster shortii</i>","","G5","S1","","","Rare List"
"VAS","Synandra hispidula","Gyandotte Beauty","<i>Synandra hispidula</i> (Michx.) Baill.","","","G4","S2","","","Rare List"
"NB","Syntrichia amphidiacea","A moss","<i>Syntrichia amphidiacea</i> (Müller Hal.) R. H. Zander","","","G3G5","SH","","","Rare List"
"NB","Syrrhopodon incompletus","A Moss","<i>Syrrhopodon incompletus</i> Schwaegr.","","","G5","SH","","","Rare List"
"NB","Syzygiella nipponica","A liverwort","<i>Syzygiella nipponica</i> (S. Hatt.) K. Feldberg, Vána, Hentschel &amp; Heinrichs","","","G3G4","SH","","","Rare List"
"VAS","Taxodium ascendens","Pondcypress","<i>Taxodium ascendens</i> Brongn.","","Largest population contains trees transitional to <i>T. distichum</i>","G5","S1","","","Rare List"
"NL","Teloschistes flavicans","Powdered orange bush lichen","<i>Teloschistes flavicans</i> (Swartz) Norman","","","G4G5","SH","","","Rare List"
"VAS","Tetragonotheca helianthoides","Squarehead","<i>Tetragonotheca helianthoides</i> L.","","","G5","S1","","","Rare List"
"VAS","Thalictrum macrostylum","Small-leaved meadow-rue","<i>Thalictrum macrostylum</i> Small & Heller","","","G3G4","S1","","","Rare List"
"VAS","Tillandsia usneoides","Spanish-moss","<i>Tillandsia usneoides</i> (L.) L.","","","G5","S1S2","","","Rare List"
"VAS","Toxicodendron rydbergii","Western Poison Ivy","<i>Toxicodendron rydbergii</i> (Small ex Rydb.) Greene","","","G5","S1","","","Rare List"
"VAS","Triadenum fraseri","Fraser's Marsh St. John's-wort","<i>Triadenum fraseri</i> (Spach) Gleason","<i>Hypericum fraseri</i>","","G5","S2","","","Rare List"
"VAS","Triadenum tubulosum","Lesser marsh St. John's-wort","<i>Triadenum tubulosum</i> (Walt.) Gleason","<i>Hypericum tubulosum</i>","","G4?","S2","","","Rare List"
"VAS","Triantha glutinosa","Sticky false asphodel","<i>Triantha glutinosa</i> (Michx.) Baker","<i>Tofieldia glutinosa</i>","","G5","S1","","","Rare List"
"VAS","Triantha racemosa","Coastal false asphodel","<i>Triantha racemosa</i> (Walt.) Small","<i>Tofieldia racemosa</i>","","G5","SH","","","Rare List"
"VAS","Trichostema setaceum","Narrow-leaf blue curls","<i>Trichostema setaceum</i> Houtt.","","","G5","S2","","","Rare List"
"VAS","Tridens chapmanii","Chapman's purpletop","<i>Tridens chapmanii</i> (Small) Chase","<i>Tridens flavus</i> var. <i>chapmanii</i>","","G5T3","S1","","","Rare List"
"VAS","Trifolium calcaricum","Running Glade Clover","<i>Trifolium calcaricum</i> Collins &amp; Wieboldt","","","G1","S1","","LE","Rare List"
"VAS","Trifolium reflexum","Buffalo Clover","<i>Trifolium reflexum</i> L.","","","G3G4","S1","","","Rare List"
"VAS","Trillium cernuum","Nodding Trillium","<i>Trillium cernuum</i> L.","","","G5","S2","","","Rare List"
"VAS","Trillium flexipes","Drooping Trillium","<i>Trillium flexipes</i> Raf.","","","G5","SH","","","Rare List"
"VAS","Trillium nivale","Snow Trillium","<i>Trillium nivale</i> Riddell","","","G4","S1","","","Rare List"
"VAS","Trillium pusillum var. monticulum","Mountain least trillium","<i>Trillium pusillum</i> Michx. var. <i>monticulum</i> Bodkin and Reveal","","","G4T1","S1","","","Rare List"
"VAS","Trillium pusillum var. virginianum","Virginia Least Trillium","<i>Trillium pusillum</i> Michx. var. <i>virginianum</i> Fern.","","","G4T3","S2","","","Rare List"
"VAS","Triphora trianthophora var. trianthophora","Three birds orchid","<i>Triphora trianthophora </i>(Sw.) Rydb. var. <i>trianthophora</i>","","","G4?T4?","S1","","","Rare List"
"VAS","Trisetum spicatum","Narrow False Oats","<i>Trisetum spicatum</i> (L.) Richter","","","G5","S1","","","Rare List"
"NB","Tritomaria exsecta","Cut notchwort","<i>Tritomaria exsecta</i> (Schrad.) Loeske","","","G5","S1","","","Rare List"
"NB","Tritomaria exsectiformis","Large cut notchwort","<i>Tritomaria exsectiformis</i> (Breidler) Loeske","","","G5","SH","","","Rare List"
"VAS","Tsuga caroliniana","Carolina Hemlock","<i>Tsuga caroliniana</i> Engelm.","","","G3","S2","","","Rare List"
"NB","Tuerckheimia svihlae","A moss","<i>Tuerckheimia svihlae</i> (Bartr.) Zand.","","","GNR","S1","","","Rare List"
"VAS","Turritis glabra","Tower mustard","<i>Turritis glabra</i> L.","<i>Arabis glabra</i>","","G5","S1","","","Rare List"
"NB","Ulota hutchinsiae var. rufescens","A Moss","<i>Ulota hutchinsiae</i> (Sm.) Hammar var. <i>rufescens</i> (Britt.) Dix.","","","G5T3","SH","","","Rare List"
"NL","Umbilicaria americana","Frosted Rocktripe Lichen","<i>Umbilicaria americana</i> Poelt & T. Nash","","","G5?","S1","","","Rare List"
"NL","Usnea angulata","A beard lichen","<i>Usnea angulata</i> Ach.","","","G3G5","S1","","","Rare List"
"VAS","Utricularia juncea","Southern Bladderwort","<i>Utricularia juncea</i> Vahl","","","G5","S1","","","Rare List"
"VAS","Utricularia purpurea","Purple Bladderwort","<i>Utricularia purpurea</i> Walt.","","","G5","S2","","","Rare List"
"VAS","Utricularia striata","Fibrous Bladderwort","<i>Utricularia striata</i> LeConte ex Torrey","<i>Utricularia fibrosa</i>","","G4","S1","","","Rare List"
"VAS","Vaccinium crassifolium","Creeping Blueberry","<i>Vaccinium crassifolium</i> Andr.","","","G4G5","S1","","","Rare List"
"VAS","Vaccinium macrocarpon","Large Cranberry","<i>Vaccinium macrocarpon</i> Ait.","","","G5","S2","","","Rare List"
"VAS","Vaccinium myrtilloides","Velvetleaf Blueberry","<i>Vaccinium myrtilloides</i> Michx.","","","G5","S1","","","Rare List"
"VAS","Valeriana pauciflora","Pink valerian","<i>Valeriana pauciflora</i> Michx.","","","G4","S1","","","Rare List"
"VAS","Valerianella chenopodiifolia","Goosefoot corn-salad","<i>Valerianella chenopodiifolia</i> (Pursh) DC.","","","G4","S1","","","Rare List"
"VAS","Vandenboschia boschiana","Appalachian filmy fern","<i>Vandenboschia boschiana</i> (Sturm) Ebihara & K. Iwatsuki","<i>Trichomanes boschianum</i>","","G4","S1","","","Rare List"
"VAS","Verbena scabra","Rough vervain","<i>Verbena scabra</i> Vahl","","","G5","S1","","","Rare List"
"VAS","Veronica scutellata","Marsh speedwell","<i>Veronica scutellata</i> L.","","","G5","S1","","","Rare List"
"VAS","Viburnum lentago","Nannyberry","<i>Viburnum lentago</i> L.","","","G5","S1","","","Rare List"
"VAS","Vicia americana var. americana","American vetch","<i>Vicia americana</i> Muhl. ex Willd. var. <i>americana</i>","","","G5T5","S1","","","Rare List"
"VAS","Viola appalachiensis","Appalachian blue violet","<i>Viola appalachiensis</i> L.K. Henry","<i>Viola walteri </i>var. <i>appalachiensis</i>","","G4","S1","","","Rare List"
"VAS","Viola glaberrima","Mountain Yellow Violet","<i>Viola glaberrima</i> (Gingins) H. House","<i>Viola tripartita</i> var. <i>glaberrima</i>","","G5T3?","S1","","","Rare List"
"VAS","Viola tenuisecta","A violet","<i>Viola tenuisecta</i> Zumwalde & H.E. Ballard","","Formerly unnamed taxon (Viola sp. 1) of shale barrens and woodlands, similar in appearance to <i>Viola pedatifida</i> G. Don","G1G2","S1","","","Rare List"
"VAS","Viola walteri","Prostrate Blue Violet","<i>Viola walteri</i> House","","","G5","S2","","","Rare List"
"VAS","Vitis rupestris","Sand Grape","<i>Vitis rupestris</i> Scheele","","","G3","S1","","","Rare List"
"VAS","Wisteria frutescens var. frutescens","American Wisteria","<i>Wisteria frutescens </i>(L.) Poir. var. <i>frutescens</i>","","","G5TNR","S1","","","Rare List"
"VAS","Wolffia columbiana","Columbian Watermeal","<i>Wolffia columbiana</i> Karst.","","","G5","S1","","","Rare List"
"VAS","Xyris caroliniana","Carolina yellow-eyed grass","<i>Xyris caroliniana</i> Walt.","","","G4G5","S1","","","Rare List"
"VAS","Xyris curtissii","Curtiss' yellow-eyed grass","<i>Xyris curtissii</i> Malme","<i>Xyris difformis</i> var. <i>curtissii</i>","","G5T5","S1","","","Rare List"
"VAS","Xyris fimbriata","Fringed yellow-eyed grass","<i>Xyris fimbriata</i> Ell.","","","G5","S1","","","Rare List"
"VAS","Xyris iridifolia","Iris-leaf yellow-eyed grass","<i>Xyris iridifolia</i> Chapman","<i>Xyris laxifolia</i> var. <i>iridifolia</i>","","G4G5T4T5","S1","","","Rare List"
"VAS","Xyris platylepis","Tall yellow-eyed grass","<i>Xyris platylepis</i> Chapman","","","G5","S2","","","Rare List"
"VAS","Yucca aloifolia","Spanish dagger","<i>Yucca aloifolia</i> L.","","","G5","S1","","","Rare List"
"VAS","Yucca flaccida","Weakleaf yucca","<i>Yucca flaccida</i> Haw.","","","G5","S1","","","Rare List"
"VAS","Zenobia pulverulenta","Dusty Zenobia","<i>Zenobia pulverulenta</i> (Bartr. ex Willd.) Pollard","","","G4?","S1","","","Rare List"
"VAS","Zigadenus glaberrimus","Large Death-camas","<i>Zigadenus glaberrimus</i> Michx.","","","G5","S1","","","Rare List"
"VAS","Zornia bracteata","Viperina","<i>Zornia bracteata</i> J.F. Gmel.","","","G5?","S1","","","Rare List"
"NB","Zygodon viridissimus var. rupestris","A Moss","<i>Zygodon viridissimus</i> (Dicks.) Brid. var. <i>rupestris</i> Lindb. ex Hartm.","","","G5TNR","S1","","","Rare List"
"VAS","Agrostis altissima","Coastal Bog Bentgrass","<i>Agrostis altissima</i> (Walt.) Tuckerman","","","G4","SU","","","Review List"
"VAS","Allium burdickii","Narrow-leaved Ramps","<i>Allium burdickii</i> (Hanes) A.G. Jones","","","G5T5","SU","","","Review List"
"VAS","Alopecurus aequalis var. aequalis","Short-awn Foxtail Grass","<i>Alopecurus aequalis</i> Sobol. var. <i>aequalis</i>","","","G5T5","SU","","","Review List"
"VAS","Ampelopsis cordata","Heart-leaf Peppervine","<i>Ampelopsis cordata</i> Michx.","","","G5","SU","","","Review List"
"VAS","Andropogon tenuispatheus","Maritime Bushy Bluestem","<i>Andropogon tenuispatheus</i> (Nash) Nash","<i>Andropogon glomeratus</i> var. <i>pumilus</i>","","G5","SU","","","Review List"
"VAS","Antennaria howellii ssp. petaloidea","Small Pussytoes","<i>Antennaria howellii</i> Greene ssp. <i>petaloidea</i> (Fern.) Bayer","","","G5T4T5","SU","","","Review List"
"VAS","Arisaema stewardsonii","Bog Jack-in-the-pulpit","<i>Arisaema stewardsonii</i> Britt.","<i>Arisaema triphyllum</i> ssp. <i>stewardsonii</i>","","G5T5","SU","","","Review List"
"VAS","Asarum canadense var. acuminatum","Wild ginger","<i>Asarum canadense</i> L. var. <i>acuminatum</i> Ashe","","","G5TNRQ","SU","","","Review List"
"VAS","Asplenium quadrivalens","Limestone Maidenhair","<i>Asplenium quadrivalens</i> (D.E. Meyer) Landolt","<i>Asplenium trichomanes</i> ssp. <i>quadrivalens</i>","","G5T5","SU","","","Review List"
"VAS","Boechera burkii","Burk's Smooth Rock Cress","<i>Boechera burkii</i> (Porter) Windham & Al-Shehbaz","","","G3G5","SU","","","Review List"
"VAS","Calystegia silvatica ssp. fraterniflora","Large Bindweed","<i>Calystegia silvatica</i> (Kit.) Griseb. ssp. <i>fraterniflora</i> (Mackenzie & Bush) Brummitt","<i>Convolvulus sepium </i>L. var. <i>fraterniflorus Mackenzie &amp; Bush</i>","","G5T5","SU","","","Review List"
"VAS","Carex cherokeensis","Cherokee Sedge","<i>Carex cherokeensis</i> Schwein.","","","G4G5","SU","","","Review List"
"VAS","Carex molesta","Troublesome Sedge","<i>Carex molesta</i> Mackenzie ex Bright","","","G5","SU","","","Review List"
"VAS","Coleataenia anceps ssp. rhizomata","Small Beaked Panic Grass","<i>Coleataenia anceps </i>(Michx.) Soreng ssp.<i> rhizomata</i> (A.S. Hitchc. & Chase) Soreng","<i>Panicum anceps</i> var. <i>rhizomatum</i>","","G5TNR","SU","","","Review List"
"VAS","Crataegus disperma","Two-seed Hawthorn","<i>Crataegus disperma</i> Ashe","","","GNA","SU","","","Review List"
"VAS","Crataegus iracunda","Forest Hawthorn","<i>Crataegus iracunda</i> Beadle","","Included in <i>C. flabellata</i> (Bosc.) K. Koch. in Radford et al. (1968)","G5","SU","","","Review List"
"VAS","Crataegus vailiae","Vail's Hawthorn","<i>Crataegus vailiae</i> Britt.","","","G4?Q","SU","","","Review List"
"VAS","Crepidomanes intricatum","Grotto-felt","<i>Crepidomanes intricatum</i> (Farrar) Ebihara & Weakley","<i>Trichomanes intricatum</i>","","G4","SU","","","Review List"
"VAS","Desmodium paniculatum var. epetiolatum","Narrow-leaf Tick-trefoil","<i>Desmodium paniculatum</i> (L.) DC. var. <i>epetiolatum</i> Schub.","","","G5T1Q","SU","","","Review List"
"VAS","Digitaria villosa","Shaggy Crabgrass","<i>Digitaria villosa</i> (Walt.) Pers.","<i>Digitaria filiformis</i> (L.) Koeler var. <i>villosa</i> (Walt.) Fern.","","G5","SU","","","Review List"
"VAS","Dinebra panicea ssp. brachiata","Red Sprangletop","<i>Dinebra panicea</i> (Retz.) P.M. Peterson & N. Snow ssp. <i>brachiata</i> (Steud.) P.M. Peterson & N. Snow","<i>Leptochloa panicea</i> ssp. <i>brachiata</i>","","GNRT5","SU","","","Review List"
"VAS","Eupatorium cordigerum","Clasping Round-leaf Thoroughwort","<i>Eupatorium cordigerum</i> (Fern.) Fern.","<i>Eupatorium rotundifolium</i> var. <i>cordigerum</i>","","G5TNR","SU","","","Review List"
"VAS","Eupatorium vaseyi","Vasey's Thoroughwort","<i>Eupatorium vaseyi</i> Porter","<i>Eupatorium sessilifolium</i> var. <i>vaseyi</i>, <i>Eupatorium album</i> L. var. <i>monardifolia</i> Fern.","","G5T3T5","SU","","","Review List"
"VAS","Euphorbia pubentissima","False Flowering Spurge","<i>Euphorbia pubentissima</i> Michx.","","","G5","SU","","","Review List"
"VAS","Euphorbia spathulata","Woodland Spurge","<i>Euphorbia spathulata</i> Lam.","","Included with <i>E. obtusata</i> Pursh in Harvill et al. (1992).","G5","SU","","","Review List"
"VAS","Euthamia hirtipes","Marsh Flat-top Goldenrod","<i>Euthamia hirtipes</i> (Fern.) Sieren","<i>Euthamia graminifolia</i> var. <i>hirtipes</i>","","G5TNR","SU","","","Review List"
"VAS","Galium orizabense ssp. laevicaule","Bald Bedstraw","<i>Galium orizabense</i> Hemsl. ssp. <i>laevicaule</i> (Weatherby & Blake) Dempster","<i>Galium pilosum</i> Ait. var. <i>laevicaule</i> Weatherby &amp; Blake","","G5?T4?","SU","","","Review List"
"VAS","Glandularia canadensis","Rose Vervain","<i>Glandularia canadensis</i> (L.) Nutt.","<i>Verbena canadensis</i>","","G5","SU","","","Review List"
"VAS","Gratiola virginiana var. aestuariorum","Roundfruit hedge-hyssop","<i>Gratiola virginiana</i> L. var. <i>aestuariorum</i> Pennell","","","G5T2T4","SU","","","Review List"
"VAS","Hexastylis chueyi","Chueyi's heartleaf","<i>Hexastylis chueyi</i> (B.T. Sinn) Weakley & D.B. Poind.","","","G3G4","SU","","","Review List"
"VAS","Isolepis carinata","Keeled Bulrush","<i>Isolepis carinata</i> Hook. & Arn. ex Torr.","<i>Isolepis koilolepis</i>, <i>Scirpus koilolepis</i>","","G5","SU","","","Review List"
"VAS","Lathyrus pusillus","Tiny Pea","<i>Lathyrus pusillus</i> Ell.","","","G5?","SU","","","Review List"
"VAS","Lemna minuta","Pale duckweed","<i>Lemna minuta</i> Kunth","","","G5","SU","","","Review List"
"VAS","Liatris squarrulosa","Appalachian Blazing Star","<i>Liatris squarrulosa</i> Michx.","<i>Liatris earlei</i>","","G4G5","SU","","","Review List"
"VAS","Lycopus angustifolius","Narrow-leaf Bugleweed","<i>Lycopus angustifolius</i> Ell.","","","G4?Q","SU","","","Review List"
"VAS","Orobanche riparia","River Broomrape","<i>Orobanche riparia</i> L.T. Collins","","","G4?","SU","","","Review List"
"VAS","Pycnanthemum beadlei","Beadle's Mountain-mint","<i>Pycnanthemum beadlei</i> (Small) Fern.","","","G3","SU","","","Review List"
"VAS","Pycnanthemum loomisii","Loomis’ Mountain-mint","<i>Pycnanthemum loomisii</i> Nutt.","<i>Pycnanthemum incanum</i> var. <i>loomisii</i>","Under <i>P. incanum</i> (L.) Michx. in Radford et al. (1968)","G4?","SU","","","Review List"
"VAS","Rosa blanda","Smooth rose","<i>Rosa blanda</i> Ait.","","","G5","SU","","","Review List"
"VAS","Rudbeckia laciniata var. humilis","Southeastern Cutleaf Coneflower","<i>Rudbeckia laciniata</i> L. var. <i>humilis</i> Gray","","Under <i>R. laciniata</i> L. in Radford et al. (1968)","G5T3?","SU","","","Review List"
"VAS","Sagittaria platyphylla","Delta Arrowhead","<i>Sagittaria platyphylla</i> (Engelm.) J.G. Sm.","","","G5","SU","","","Review List"
"VAS","Sisyrinchium capillare","Wiry Blue-eyed-grass","<i>Sisyrinchium capillare</i> Bickn.","","Under <i>S. albidum</i> Raf. in Radford et al. (1968)","G3","SU","","","Review List"
"VAS","Spiranthes lacera var. lacera","A ladies'-tresses","<i>Spiranthes lacera</i> (Raf.) Raf. var. <i>lacera</i>","","","G5T5","SU","","","Review List"
"VAS","Symphyotrichum ontarionis var. ontarionis","Bottomland aster","<i>Symphyotrichum ontarionis </i>(Wieg.) Nesom var. <i>ontarionis</i>","","","G5T4","SU","","","Review List"
"VAS","Viola incognita","Large-leaved White Violet","<i>Viola incognita</i> Brainerd","<i>Viola blanda</i> var. <i>palustriformis</i>","","G5T4T5","SU","","","Review List"
