GRPSORT,SNAME,COMMON_NAME,Author,synname,ALTSYN,GRANK,SRANK,FEDSTAT,SPROT,TRK,,,,,,,,,,,,,,
AF,Thoburnia hamiltoni,Rustyside Sucker,"Thoburnia hamiltoniÿRaney and Lachner, 1946",Moxostoma hamiltoni,,G3,S2,,,Rare List,,,,,,,,,,,,,,
AM,Corynorhinus rafinesquii macrotis,Eastern Big-eared Bat,"Corynorhinus rafinesquii macrotisÿ(Le Conte, 1831)",,=ÿPlecotus rafinesquii macrotis,G3G4T3,S2,,LE,Rare List,,,,,,,,,,,,,,
AM,Corynorhinus townsendii virginianus,Virginia Big-eared Bat,"Corynorhinus townsendii virginianusÿHandley, 1955",Plecotus townsendii virginianus,,G4T3,S1,LE,LE,Rare List,,,,,,,,,,,,,,
AM,Erethizon dorsatum,Porcupine,"Erethizon dorsatumÿ(Linnaeus, 1758)",,,G5,S1,,,Rare List,,,,,,,,,,,,,,
AM,Glaucomys sabrinus coloratus,Carolina Northern Flying Squirrel,"Glaucomys sabrinus coloratusÿHandley, 1953",,,G5T2,S1,LE,LE,Rare List,,,,,,,,,,,,,,
AM,Glaucomys sabrinus fuscus,Virginia Northern Flying Squirrel,"Glaucomys sabrinus fuscusÿMiller, 1936",,,G5T2T3,S1,,,Rare List,,,,,,,,,,,,,,
AM,Lepus americanus,Snowshoe Hare,"Lepus americanusÿErxleben, 1777",,,G5,SX,,LE,Rare List,,,,,,,,,,,,,,
AM,Microtus chrotorrhinus carolinensis,Southern Rock Vole,"Microtus chrotorrhinus carolinensisÿKomarek, 1932",,,G5T3,S1,,LE,Rare List,,,,,,,,,,,,,,
AM,Myotis austroriparius,Southeastern Myotis,"Myotis austroripariusÿ(Rhoads, 1897)",,,G4,S2,,,Rare List,,,,,,,,,,,,,,
AM,Myotis grisescens,Gray Bat,"Myotis grisescensÿA.H. Howell, 1909",,,G3G4,S1,LE,LE,Rare List,,,,,,,,,,,,,,
AM,Myotis leibii,Eastern Small-footed Bat,"Myotis leibiiÿ(Audubon and Bachman, 1842)",,,G4,S2,,,Rare List,,,,,,,,,,,,,,
AM,Myotis lucifugus,Little Brown Myotis,"Myotis lucifugusÿ(Le Conte, 1831)",,,G3G4,S1S3,,LE,Rare List,,,,,,,,,,,,,,
AM,Myotis septentrionalis,Northern long-eared Myotis,"Myotis septentrionalisÿ(Trovessart, 1897)",,,G2G3,S1S3,LE,LT,Rare List,,,,,,,,,,,,,,
AM,Myotis sodalis,Indiana Bat,"Myotis sodalisÿMiller and Allen, 1928",,,G2,S1,LE,LE,Rare List,,,,,,,,,,,,,,
AM,Pekania pennanti,Fisher,"Pekania pennantiÿ(Erxleben, 1777)",Martes pennanti,,G5,S1,,,Rare List,,,,,,,,,,,,,,
AM,Perimyotis subflavus,Tricolored bat (=Eastern pipistrelle),"Perimyotis subflavusÿ(Menu, 1984)",Pipistrellus subflavus,,G3G4,S1S3,PE,LE,Rare List,,,,,,,,,,,,,,
AM,Puma concolor couguar,"Eastern Cougar (= mountain lion, puma)","Puma concolor couguarÿ(Kerr, 1792)",Felis concolor couguar,,G5TXQ,SX,,LE,Rare List,,,,,,,,,,,,,,
AM,Sciurus niger cinereus,Delmarva Fox Squirrel,"Sciurus niger cinereusÿLinnaeus, 1758",,,G5T3,S1,,,Rare List,,,,,,,,,,,,,,
AM,Sorex palustris punctulatus,Southern Water Shrew,"Sorex palustris punctulatusÿHooper, 1942",,,G5T3,S1S2,,LE,Rare List,,,,,,,,,,,,,,
AR,Apalone spinifera,Spiny Softshell,"Apalone spiniferaÿ(LeSueur, 1827)",Trionyx spiniferus,,G5,S2,,,Rare List,,,,,,,,,,,,,,
AR,Caretta caretta,Loggerhead (Sea Turtle),"Caretta carettaÿ(Linnaeus, 1758)",,,G2G4,"S1B,S1N",LT,LT,Rare List,,,,,,,,,,,,,,
AR,Chelonia mydas,Green Sea Turtle,"Chelonia mydas (Linnaeus, 1758)",,,G3,S1B ,LT,LT,Rare List,,,,,,,,,,,,,,
AR,Crotalus horridus [Coastal Plain population],Canebrake Rattlesnake,"Crotalus horridusÿ[Coastal Plain population] Linnaeus, 1758",,,G4T4Q,S1,,LE,Rare List,,,,,,,,,,,,,,
AR,Deirochelys reticularia,Chicken Turtle,"Deirochelys reticulariaÿ(Latrielle, 1801)",,,G5,S1,,LE,Rare List,,,,,,,,,,,,,,
AR,Glyptemys insculpta,Wood Turtle,"Glyptemys insculptaÿ(Le Conte, 1830)",Clemmys insculpta,,G2G3,S2,,LT,Rare List,,,,,,,,,,,,,,
AR,Glyptemys muhlenbergii,Bog Turtle,"Glyptemys muhlenbergiiÿ(Schoepff, 1801)",Clemmys muhlenbergii,,G2G3,S2,LT/SA,LE,Rare List,,,,,,,,,,,,,,
AR,Lampropeltis nigra,Eastern Black Kingsnake,"Lampropeltis nigraÿ(Yarrow, 1882)",Lampropeltis getula nigra,,G5,S2,,,Rare List,,,,,,,,,,,,,,
AR,Lepidochelys kempii,Kemp's Ridley (Sea Turtle),"Lepidochelys kempiiÿ(Garman, 1880)",,,G1,S1N,LE,LE,Rare List,,,,,,,,,,,,,,
AR,Liodytes rigida,Glossy Swampsnake,"Liodytes rigidaÿ(Say, 1825)",Regina rigida,,G5,S1,,,Rare List,,,,,,,,,,,,,,
AR,Ophisaurus ventralis,Eastern Glass Lizard,"Ophisaurus ventralisÿ(Linnaeus, 1766)",,,G5,S1,,LT,Rare List,,,,,,,,,,,,,,
AR,Pituophis melanoleucus,Pine Snake,"Pituophis melanoleucusÿ(Daudin, 1803)",,,G4,SH,,,Rare List,,,,,,,,,,,,,,
AR,Sternotherus peltifer,Loggerhead Musk Turtle,"Sternotherus peltiferÿSmith and Glass, 1947",,,GNR,S2,,,Rare List,,,,,,,,,,,,,,
AR,Trachemys scripta troostii,Cumberland Slider,"Trachemys scripta troostiiÿ(Holbrook, 1836)",,,G5T4,S1,,,Rare List,,,,,,,,,,,,,,
AR,Virginia valeriae pulchra,Mountain Earthsnake,"Virginia valeriae pulchraÿ(Richmond, 1954)",,,G5T3T4,S1S2,,,Rare List,,,,,,,,,,,,,,
IAOLI,Spelaedrilus multiporus,A Cave Lumbriculid Worm,"Spelaedrilus multiporusÿCook, 1975",,,G1,S1,,,Rare List,,,,,,,,,,,,,,
IAOLI,Stylodrilus beattiei,A Cave Lumbriculid Worm,"Stylodrilus beattieiÿCook, 1975",,,G1,S1,,,Rare List,,,,,,,,,,,,,,
ICMAL,Amerigoniscus henroti,Powell Valley Terrestrial Cave Isopod,"Amerigoniscus henrotiÿVandel, 1950",,,G3,S1S2,,,Rare List,,,,,,,,,,,,,,
ICMAL,Antrolana lira,Madison Cave Isopod,"Antrolana liraÿBowman, 1964",,,G2G4,S2,LT,LT,Rare List,,,,,,,,,,,,,,
ICMAL,Bactrurus angulus,Cumberland Gap Cave Amphipod,"Bactrurus angulusÿKoenemann and Holsinger, 2001",,,G1,S1,,,Rare List,,,,,,,,,,,,,,
ICMAL,Caecidotea cumberlandensis,Cumberland Cave Isopod,"Caecidotea cumberlandensisÿLewis, 2000",,,G1G2,S1,,,Rare List,,,,,,,,,,,,,,
ICMAL,Caecidotea fisherorum,Ward Cove isopod,"Caecidotea fisherorumÿLewis and Lewis, 2023",,,GNR,S1,,,Rare List,,,,,,,,,,,,,,
ICMAL,Caecidotea ornatus,Cave isopod,"Caecidotea ornatusÿLewis and Lewis, 2023",,,G1,S1,,,Rare List,,,,,,,,,,,,,,
ICMAL,Cambarus callainus,Big Sandy Crayfish,"Cambarus callainusÿThoma, Loughman, and Fetzner, 2014",Cambarus veteranus(in part),,G2,S1S2,LT,LT,Rare List,,,,,,,,,,,,,,
ICMAL,Cambarus fetzneri,Blue crayfish,"Cambarus fetzneriÿLoughman, Welsh, and Thoma, 2019",Cambarus monongalensis(in part),,G3G4,S1S2,,,Rare List,,,,,,,,,,,,,,
ICMAL,Cambarus hatfieldi,Tug Valley Crayfish,"Cambarus hatfieldiÿLoughman, Fagundo, Lau, Welsh, and Thoma, 2013",,,G3,S1,,,Rare List,,,,,,,,,,,,,,
ICMAL,Cambarus jezerinaci,Spiny scale crayfish,"Cambarus jezerinaciÿThoma, 2000",,,GNR,S2,,,Rare List,,,,,,,,,,,,,,
ICMAL,Cambarus magerae,Big Stone crayfish,"Cambarus mageraeÿThoma and Fetzner, 2015",,,GNR,S1,,,Rare List,,,,,,,,,,,,,,
ICMAL,Cambarus theepiensis,Coalfields crayfish,"Cambarus theepiensisÿLoughman, Foltz, Garrison and Welsh, 2013",,,GNR,S2,,,Rare List,,,,,,,,,,,,,,
ICMAL,Conasellus attenuatus,Dismal Swamp Isopod,"Conasellus attenuatusÿ(Richardson, 1900)",Caecidotea attenuata,,G1G3,S1S3,,,Rare List,,,,,,,,,,,,,,
ICMAL,Conasellus burkensis,Burkes Garden cave isopod,"Conasellus burkensisÿ(Lewis and Lewis, 2021)",Caecidotea burkensis,,GNR,S1,,,Rare List,,,,,,,,,,,,,,
ICMAL,Conasellus phreaticus,Phreatic Isopod,"Conasellus phreaticusÿ(Lewis and Holsinger, 1985)",Caecidotea phreatica,,G2G3,S1S3,,,Rare List,,,,,,,,,,,,,,
ICMAL,Crangonyx baculispina,Lancaster County amphipod,"Crangonyx baculispinaÿZhang and Holsinger, 2003",,,G1,S1,,,Rare List,,,,,,,,,,,,,,
ICMAL,Crangonyx fontinalis,Bland County Amphipod,"Crangonyx fontinalisÿZhang and Holsinger, 2003",,,G1,S1,,,Rare List,,,,,,,,,,,,,,
ICMAL,Faxonius erichsonianus,Reticulate crayfish,"Faxonius erichsonianusÿ(Faxon, 1898)",Orconectes erichsonianus,,G5,S2,,,Rare List,,,,,,,,,,,,,,
ICMAL,Ligidium elrodii,a cave obligate isopod,"Ligidium elrodiiÿ(Packard, 1873)",,,G4G5,S2,,,Rare List,,,,,,,,,,,,,,
ICMAL,Lirceus bisetus,Lane Cave isopod,"Lirceus bisetusÿLewis and Lewis, 2023",,,GNR,S1,,,Rare List,,,,,,,,,,,,,,
ICMAL,Lirceus cedrus,Cedars spring isopod,"Lirceus cedrusÿLewis and Lewis, 2023",,,GNR,S1,,,Rare List,,,,,,,,,,,,,,
ICMAL,Lirceus culveri,Rye Cove Isopod,"Lirceus culveriÿEstes and Holsinger, 1976",,,G1,S1,,,Rare List,,,,,,,,,,,,,,
ICMAL,Lirceus fonticulus,Cave Springs isopod,"Lirceus fonticulusÿLewis and Lewis, 2023",,,GNR,S1,,,Rare List,,,,,,,,,,,,,,
ICMAL,Lirceus holsingeri,Singleton Cave isopod,"Lirceus holsingeriÿLewis and Lewis, 2023",,,GNR,S1,,,Rare List,,,,,,,,,,,,,,
ICMAL,Lirceus katarinae,Mill Creek Springs isopod,"Lirceus katarinaeÿLewis and Lewis, 2023",,,GNR,S1,,,Rare List,,,,,,,,,,,,,,
ICMAL,Lirceus littonensis,Litton Cave isopod,"Lirceus littonensisÿLewis and Lewis, 2023",,,GNR,S1,,,Rare List,,,,,,,,,,,,,,
ICMAL,Lirceus malabadi,Young-Fugate Cave isopod,"Lirceus malabadiÿLewis and Lewis, 2023",,,GNR,S1,,,Rare List,,,,,,,,,,,,,,
ICMAL,Lirceus orndorffi,Orndorff's cave isopod,"Lirceus orndorffiÿLewis and Lewis, 2023",,,GNR,S1,,,Rare List,,,,,,,,,,,,,,
ICMAL,Lirceus stygophilus,Speers Ferry isopod,"Lirceus stygophilusÿLewis and Lewis, 2023",,,GNR,S1,,,Rare List,,,,,,,,,,,,,,
ICMAL,Lirceus usdagalun,Lee County Cave Isopod,"Lirceus usdagalunÿHolsinger and Bowman, 1973",,,G1,S1,LE,LE,Rare List,,,,,,,,,,,,,,
ICMAL,Lirceus zenahae,Bacon Cave spring isopod,"Lirceus zenahaeÿLewis and Lewis, 2023",,,GNR,S1S2,,,Rare List,,,,,,,,,,,,,,
ICMAL,Lirceus zigleri,Gap Cave isopod,"Lirceus zigleriÿLewis and Lewis, 2023",,,GNR,S1,,,Rare List,,,,,,,,,,,,,,
ICMAL,Macrobrachium ohione,Ohio River Shrimp,"Macrobrachium ohioneÿSmith, 1874",,,G4,S1,,,Rare List,,,,,,,,,,,,,,
ICMAL,Miktoniscus racovitzai,Racovitza's Terrestrial Cave Isopod,"Miktoniscus racovitzaiÿVandel, 1950",,,G3G4,S2,,,Rare List,,,,,,,,,,,,,,
ICMAL,Pseudobaicalasellus bowmani,Natural Bridge Cave Isopod,"Pseudobaicalasellus bowmaniÿ(Lewis, 1980)",Caecidotea bowmani,,G1,S1S2,,,Rare List,,,,,,,,,,,,,,
ICMAL,Pseudobaicalasellus henroti,Henrot's Cave Isopod,"Pseudobaicalasellus henrotiÿ(Bresson, 1955)",Caecidotea henroti,,G2,S2,,,Rare List,,,,,,,,,,,,,,
ICMAL,Pseudobaicalasellus incurvus,Incurved Cave Isopod,"Pseudobaicalasellus incurvusÿ(Steeves, 1968)",Caecidotea incurva,,G2G4,S2,,,Rare List,,,,,,,,,,,,,,
ICMAL,Pseudobaicalasellus mausi,Maus' cave isopod,"Pseudobaicalasellus mausiÿ(Lewis, 2009)",Caecidotea mausi,,G2,S1,,,Rare List,,,,,,,,,,,,,,
ICMAL,Stygobromus baroodyi,Rockbridge County Cave Amphipod,"Stygobromus baroodyiÿHolsinger, 1978",,,G1,S1S2,,,Rare List,,,,,,,,,,,,,,
ICMAL,Stygobromus biggersi,Bigger's Cave Amphipod,"Stygobromus biggersiÿHolsinger, 1978",,,G2G4,S1S2,,,Rare List,,,,,,,,,,,,,,
ICMAL,Stygobromus conradi,Burnsville Cove Cave Amphipod,"Stygobromus conradiÿ(Holsinger, 1967)",,,G1,S1S2,,,Rare List,,,,,,,,,,,,,,
ICMAL,Stygobromus cumberlandus,Cumberland Cave Amphipod,"Stygobromus cumberlandusÿHolsinger, 1978",,,G3G4,S1S2,,,Rare List,,,,,,,,,,,,,,
ICMAL,Stygobromus ephemerus,Ephemeral Cave Amphipod,"Stygobromus ephemerusÿ(Holsinger, 1969)",,,G1G2,S1,,,Rare List,,,,,,,,,,,,,,
ICMAL,Stygobromus fergusoni,Montgomery County Cave Amphipod,"Stygobromus fergusoniÿHolsinger, 1978",,,G1,S1,,,Rare List,,,,,,,,,,,,,,
ICMAL,Stygobromus finleyi,Finley's Cave Amphipod,"Stygobromus finleyiÿHolsinger, 1978",,,G3G4,S1,,,Rare List,,,,,,,,,,,,,,
ICMAL,Stygobromus hoffmani,Alleghany County Cave Amphipod,"Stygobromus hoffmaniÿHolsinger, 1978",,,G2,S2,,,Rare List,,,,,,,,,,,,,,
ICMAL,Stygobromus hubbardi,Hupp's Hill Cave Amphipod,"Stygobromus hubbardiÿHolsinger, 2009",,,G1,S1,,,Rare List,,,,,,,,,,,,,,
ICMAL,Stygobromus interitus,New Castle Murder Hole Amphipod,"Stygobromus interitusÿHolsinger, 1978",,,G1G2,SH,,,Rare List,,,,,,,,,,,,,,
ICMAL,Stygobromus kenki,Rock Creek Groundwater Amphipod,"Stygobromus kenkiÿHolsinger, 1978",,,G2,S1,,,Rare List,,,,,,,,,,,,,,
ICMAL,Stygobromus leensis,Lee County Cave Amphipod,"Stygobromus leensisÿHolsinger, 1978",,,G1,S1S2,,,Rare List,,,,,,,,,,,,,,
ICMAL,Stygobromus mausi,Round Hill Cave Amphipod,"Stygobromus mausiÿHolsinger, 2009",,,G1,S1,,,Rare List,,,,,,,,,,,,,,
ICMAL,Stygobromus morrisoni,Morrison's Cave Amphipod,"Stygobromus morrisoniÿ(Holsinger, 1967)",,,G1G2,S1S2,,,Rare List,,,,,,,,,,,,,,
ICMAL,Stygobromus mundus,Bath County Cave Amphipod,"Stygobromus mundusÿ(Holsinger, 1967)",,,G1,S1S2,,,Rare List,,,,,,,,,,,,,,
ICMAL,Stygobromus obrutus,Pittsylvania Well Amphipod,"Stygobromus obrutusÿHolsinger, 1978",,,G1G2,SH,,,Rare List,,,,,,,,,,,,,,
ICMAL,Stygobromus phreaticus,Northern Virginia Well Amphipod,"Stygobromus phreaticusÿHolsinger, 1978",,,G1,S1,,,Rare List,,,,,,,,,,,,,,
ICMAL,Stygobromus pizzinii,Pizzini's Amphipod,"Stygobromus pizziniiÿ(Shoemaker, 1938)",,,G3G4,S1S2,,,Rare List,,,,,,,,,,,,,,
ICMAL,Stygobromus pseudospinosus,Luray Caverns Amphipod,"Stygobromus pseudospinosusÿHolsinger, 1978",,,G1,S1,,,Rare List,,,,,,,,,,,,,,
ICMAL,Stygobromus sextarius,Capital area groundwater amphipod,"Stygobromus sextariusÿHolsinger, 2009",,,G1,S1,,,Rare List,,,,,,,,,,,,,,
ICMAL,Stygobromus sp. 16,Helsley's Cave Amphipod,Stygobromusÿsp. 16,,,G1,S1,,,Rare List,,,,,,,,,,,,,,
ICMAL,Stygobromus sp. 17,Massanutten Spring Amphipod,Stygobromusÿsp. 17,,,G2,S2,,,Rare List,,,,,,,,,,,,,,
ICMAL,Stygobromus sp. 18,Big Levels Spring Amphipod,Stygobromusÿsp. 18,,,G1?,S1?,,,Rare List,,,,,,,,,,,,,,
ICMAL,Stygobromus sp. 23,Shenandoah Mountain Spring Amphipod,Stygobromus sp. 23,,,G1?,S1?,,,Rare List,,,,,,,,,,,,,,
ICMAL,Stygobromus sp. 7,Sherando Spinosoid Amphipod,Stygobromusÿsp. 7,,,G2,S2,,,Rare List,,,,,,,,,,,,,,
ICMAL,Stygobromus sp. 8,A Groundwater Amphipod,Stygobromusÿsp. 8,,,G2G3,S2S3,,,Rare List,,,,,,,,,,,,,,
ICMAL,Stygobromus stegerorum,Madison Cave Amphipod,"Stygobromus stegerorumÿHolsinger, 1978",,,G1,S1,,LT,Rare List,,,,,,,,,,,,,,
IICLL,Oncopodura hubbardi,A Cave Springtail,"Oncopodura hubbardiÿChristiansen and Bellinger, 1996",,,G2,S1S2,,,Rare List,,,,,,,,,,,,,,
IICLL,Paleonura petebellingeri,A cave springtail,"Paleonura petebellingeriÿPalacios-Vargas and Benito, 2007",,,G1,S1,,,Rare List,,,,,,,,,,,,,,
IICLL,Pseudosinella bona,A Cave Springtail,"Pseudosinella bonaÿChristiansen and Bellinger, 1996",,,G2,S2,,,Rare List,,,,,,,,,,,,,,
IICLL,Pseudosinella erehwon,A Cave Springtail,"Pseudosinella erehwonÿChristiansen and Bellinger, 1996",,,G2,S2,,,Rare List,,,,,,,,,,,,,,
IICLL,Pseudosinella extra,A Cave Springtail,"Pseudosinella extraÿChristiansen and Bellinger, 1996",,,G1G2,S1,,,Rare List,,,,,,,,,,,,,,
IICLL,Pseudosinella flatua,A cave springtail,"Pseudosinella flatuaÿChristiansen and Bellinger, 1996",,,G1G2,S1S2,,,Rare List,,,,,,,,,,,,,,
IICLL,Pseudosinella gisini virginia,A Cave Springtail,"Pseudosinella gisini virginiaÿChristiansen and Bellinger, 1996",,,G3G4T2,S2,,,Rare List,,,,,,,,,,,,,,
IICLL,Pseudosinella hirsuta,A Cave Springtail,"Pseudosinella hirsutaÿ(Delmare DeBoutteville, 1949)",,,G5,S1,,,Rare List,,,,,,,,,,,,,,
IICLL,Pseudosinella testa,Shelled cave springtail,"Pseudosinella testaÿChristiansen and Bellinger, 1980",,,G2G3,S1,,,Rare List,,,,,,,,,,,,,,
IICLL,Pseudosinella vespera,A cave springtail,"Pseudosinella vesperaÿChristiansen and Bellinger, 1996",,,G2,S1S2,,,Rare List,,,,,,,,,,,,,,
IICLL,Pygmarrhopalites caedus,A Cave Springtail,"Pygmarrhopalites caedusÿ(Christiansen and Bellinger, 1996)",,,G3,S1S2,,,Rare List,,,,,,,,,,,,,,
IICLL,Pygmarrhopalites commorus,A Cave Springtail,"Pygmarrhopalites commorusÿ(Christiansen and Bellinger, 1996)",,,G2G3,S2S3,,,Rare List,,,,,,,,,,,,,,
IICLL,Pygmarrhopalites lacuna,A Cave Springtail,"Pygmarrhopalites lacunaÿ(Christiansen and Bellinger, 1996)",,,G1,S1S2,,,Rare List,,,,,,,,,,,,,,
IICLL,Pygmarrhopalites obtusus,A Cave Springtail,"Pygmarrhopalites obtususÿ(Zeppelini and Christiansen, 2003)",,,G1,S1,,,Rare List,,,,,,,,,,,,,,
IICLL,Pygmarrhopalites sacer,A Cave Springtail,"Pygmarrhopalites sacerÿ(Christiansen and Bellinger, 1996)",,,G2,S2,,,Rare List,,,,,,,,,,,,,,
IICLL,Pygmarrhopalites sextus,A Cave Springtail,"Pygmarrhopalites sextusÿ(Zeppelini and Christiansen, 2003)",,,G1,S1,,,Rare List,,,,,,,,,,,,,,
IICLL,Pygmarrhopalites silvus,A Cave Springtail,"Pygmarrhopalites silvusÿ(Christiansen and Bellinger, 1996)",,,G2,S1S2,,,Rare List,,,,,,,,,,,,,,
IICLL,Speleonura kenchristianseni,A cave springtail,"Speleonura kenchristianseniÿPalacios-Vargas and Benito, 2007",,,G1,S1,,,Rare List,,,,,,,,,,,,,,
IICLL,Typhlogastrura valentini,A Cave Springtail,"Typhlogastrura valentiniÿThibaud, 1996",,,G1,S1,,,Rare List,,,,,,,,,,,,,,
IICOL,Arianops jeanneli,A Cave Pselaphid Beetle,"Arianops jeanneliÿPark, 1956",,,G1,S1,,,Rare List,,,,,,,,,,,,,,
IICOL,Atheta annexa,A Rove Beetle,"Atheta annexaÿCasey, 1910",,,G5,S2,,,Rare List,,,,,,,,,,,,,,
IICOL,Atheta troglophila,A Rove Beetle,"Atheta troglophilaÿKlimaszewski and Peck, 1986",,,G4,S1,,,Rare List,,,,,,,,,,,,,,
IICOL,Ceratocanthus aeneus,Shining ball scarab beetle,"Ceratocanthus aeneusÿ(MacLeay, 1819)",,,G2G3,S1,,,Rare List,,,,,,,,,,,,,,
IICOL,Cicindela abdominalis,Orange-bellied Tiger Beetle,"Cicindela abdominalisÿFabricius, 1801",Cicindelidia abdominalis,,G3,S1,,,Rare List,,,,,,,,,,,,,,
IICOL,Cicindela ancocisconensis,Riverine Tiger Beetle,"Cicindela ancocisconensisÿT.W. Harris, 1852",,,G3,S2,,,Rare List,,,,,,,,,,,,,,
IICOL,Cicindela dorsalis dorsalis,Northeastern Beach Tiger Beetle,"Cicindela dorsalis dorsalisÿSay, 1817",Habroscelimorpha dorsalis dorsalis,,G3T2,S2,LT,LT,Rare List,,,,,,,,,,,,,,
IICOL,Cicindela formosa generosa,A Tiger Beetle,"Cicindela formosa generosaÿDejean, 1831",,,G5T5,SH,,,Rare List,,,,,,,,,,,,,,
IICOL,Cicindela gratiosa,A Tiger Beetle,"Cicindela gratiosaÿGuerin-Meneville, 1840",Ellipsoptera gratiosa,,G3G4,S1,,,Rare List,,,,,,,,,,,,,,
IICOL,Cicindela lepida,Spectral Tiger Beetle,"Cicindela lepidaÿDejean, 1831",Ellipsoptera lepida,,G3,S1,,,Rare List,,,,,,,,,,,,,,
IICOL,Cicindela limbalis,A Tiger Beetle,"Cicindela limbalisÿKlug, 1834",,,G5,S1,,,Rare List,,,,,,,,,,,,,,
IICOL,Cicindela patruela,Barrens Tiger Beetle,"Cicindela patruelaÿDejean, 1825",,,G3,S2,,,Rare List,,,,,,,,,,,,,,
IICOL,Cicindela trifasciata,A Tiger Beetle,"Cicindela trifasciataÿFabricius, 1781",,,G5,S2?,,,Rare List,,,,,,,,,,,,,,
IICOL,Copris howdeni,Howden's Copris scarab beetle,"Copris howdeniÿMatthews and Halffter, 1959",,,G3?,S1S2,,,Rare List,,,,,,,,,,,,,,
IICOL,Hemipeplus microphthalmus,A Flat Bark Beetle,"Hemipeplus microphthalmusÿ(Schwarz, 1878)",,,G4?,S1,,,Rare List,,,,,,,,,,,,,,
IICOL,Horologion hubbardi,Hubbard's hourglass beetle,"Horologion hubbardiÿHarden and Davidson, 2024",,,GNR,S1,,,Rare List,,,,,,,,,,,,,,
IICOL,Lordithon niger,Black Lordithon Rove Beetle,"Lordithon nigerÿ(Gravenhorst, 1802)",,,GU,S2?,,,Rare List,,,,,,,,,,,,,,
IICOL,Nicrophorus americanus,American Burying Beetle,"Nicrophorus americanusÿOlivier, 1790",,,G3,SH,LT,,Rare List,,,,,,,,,,,,,,
IICOL,Nicrophorus carolinus,Carolina Burying Beetle,"Nicrophorus carolinusÿ(Linnaeus, 1771)",,,G4?,S1S3,,,Rare List,,,,,,,,,,,,,,
IICOL,Photuris bethaniensis,Bethany Beach firefly,"Photuris bethaniensisÿMcDermott, 1953",,,G1,S1,PT,,Rare List,,,,,,,,,,,,,,
IICOL,Pseudanophthalmus avernus,Avernus Cave Beetle,"Pseudanophthalmus avernusÿValentine, 1945",,,G1,S1,,,Rare List,,,,,,,,,,,,,,
IICOL,Pseudanophthalmus cordicollis,Little Kennedy Cave Beetle,"Pseudanophthalmus cordicollisÿBarr, 1981",,,G1,S1,,,Rare List,,,,,,,,,,,,,,
IICOL,Pseudanophthalmus deceptivus,Deceptive Cave Beetle,"Pseudanophthalmus deceptivusÿBarr, 1981",,,G1,S1,,,Rare List,,,,,,,,,,,,,,
IICOL,Pseudanophthalmus delicatus,Delicate Cave Beetle,"Pseudanophthalmus delicatusÿValentine, 1932",,,G3G4,S2,,,Rare List,,,,,,,,,,,,,,
IICOL,Pseudanophthalmus egberti,New River Valley Cave Beetle,"Pseudanophthalmus egbertiÿBarr, 1965",,,G1,S1,,,Rare List,,,,,,,,,,,,,,
IICOL,Pseudanophthalmus gracilis,Clover Hollow Cave Beetle,"Pseudanophthalmus gracilisÿValentine, 1931",,,G1G2,S1S2,,,Rare List,,,,,,,,,,,,,,
IICOL,Pseudanophthalmus hirsutus,Cumberland Gap Cave Beetle,"Pseudanophthalmus hirsutusÿValentine, 1931",,,G1G2,S1,,,Rare List,,,,,,,,,,,,,,
IICOL,Pseudanophthalmus hoffmani,Hoffman's Cave Beetle,"Pseudanophthalmus hoffmaniÿBarr, 1965",,,G2G3,S1S2,,,Rare List,,,,,,,,,,,,,,
IICOL,Pseudanophthalmus holsingeri,Holsinger's Cave Beetle,"Pseudanophthalmus holsingeriÿBarr, 1965",,,G1,S1,,LE,Rare List,,,,,,,,,,,,,,
IICOL,Pseudanophthalmus hortulanus,Burkes Garden Cave Beetle,"Pseudanophthalmus hortulanusÿBarr, 1965",,,G1,S1,,,Rare List,,,,,,,,,,,,,,
IICOL,Pseudanophthalmus hubbardi,Hubbard's Cave Beetle,"Pseudanophthalmus hubbardiÿ(Barber, 1929)",,,G1,S1,,,Rare List,,,,,,,,,,,,,,
IICOL,Pseudanophthalmus hubrichti,Hubricht's Cave Beetle,"Pseudanophthalmus hubrichtiÿValentine, 1948",,,G1,S1,,,Rare List,,,,,,,,,,,,,,
IICOL,Pseudanophthalmus intersectus,Crossroads Cave Beetle,"Pseudanophthalmus intersectusÿBarr, 1965",,,G1G2,S1,,,Rare List,,,,,,,,,,,,,,
IICOL,Pseudanophthalmus limicola,Maddens Cave Beetle,"Pseudanophthalmus limicolaÿJeannel, 1931",,,G1G2,S1,,,Rare List,,,,,,,,,,,,,,
IICOL,Pseudanophthalmus longiceps,Long-headed Cave Beetle,"Pseudanophthalmus longicepsÿBarr, 1981",,,G1G2,S1,,,Rare List,,,,,,,,,,,,,,
IICOL,Pseudanophthalmus nelsoni,Nelson's Cave Beetle,"Pseudanophthalmus nelsoniÿBarr, 1965",,,G2,S1,,,Rare List,,,,,,,,,,,,,,
IICOL,Pseudanophthalmus parvicollis,Hupps Hill Cave Beetle,"Pseudanophthalmus parvicollisÿJeannel, 1931",,,G1,S1,,LE,Rare List,,,,,,,,,,,,,,
IICOL,Pseudanophthalmus petrunkevitchi,Petrunkevitch's Cave Beetle,"Pseudanophthalmus petrunkevitchiÿValentine, 1945",,,G1G2,S1,,,Rare List,,,,,,,,,,,,,,
